2025-09-03T00:01:55 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T22:01:04 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T22:01:04 | Added article | 0SQYWNXK6 | to existing topic fed_policy
2025-09-03T22:01:55 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T22:01:55 | Added article | 0SQYWNXK6 | to existing topic ust10y
2025-09-03T22:03:25 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T22:03:25 | Added article | 0SQYWNXK6 | to existing topic ust2y
2025-09-03T22:06:35 | Node relationship removed | ust5y->usdcny | type=INFLUENCES
2025-09-03T22:06:35 | Node relationship created | ust5y->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:06:35 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T22:06:35 | Added article | 0SQYWNXK6 | to existing topic ust5y
2025-09-03T22:08:49 | Node relationship removed | ust30y->us_services_pmi | type=INFLUENCES
2025-09-03T22:08:49 | Node relationship created | ust30y->copper | type=INFLUENCES
2025-09-03T22:08:49 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T22:08:50 | Added article | 0SQYWNXK6 | to existing topic ust30y
2025-09-03T22:10:55 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T22:10:55 | Added article | 7H863BPOP | to existing topic fed_policy
2025-09-03T22:12:42 | Node relationship removed | ust10y->sx5e | type=INFLUENCES
2025-09-03T22:12:42 | Node relationship created | ust10y->gold | type=INFLUENCES
2025-09-03T22:12:42 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T22:12:42 | Added article | 7H863BPOP | to existing topic ust10y
2025-09-03T22:15:23 | Node relationship removed | oil_price_decline->gbpusd | type=INFLUENCES
2025-09-03T22:15:23 | Node relationship created | oil_price_decline->copper | type=INFLUENCES
2025-09-03T22:15:24 | Replacement of article skipped | oil_price_decline | tf=current cnt=4 < 5
2025-09-03T22:15:24 | Added article | OKY6H8MBK | to existing topic oil_price_decline
2025-09-03T22:15:34 | Node relationship removed | ust2y->us_unemployment_claims | type=INFLUENCES
2025-09-03T22:15:35 | Node relationship created | ust2y->us_services_pmi | type=INFLUENCES
2025-09-03T22:15:35 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T22:15:35 | Added article | 7H863BPOP | to existing topic ust2y
2025-09-03T22:18:53 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T22:18:54 | Added article | 7H863BPOP | to existing topic ust5y
2025-09-03T22:19:08 | Node relationship removed | us_crude_inventory->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T22:19:08 | Node relationship created | us_crude_inventory->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:19:08 | Replacement of article skipped | us_crude_inventory | tf=current cnt=2 < 5
2025-09-03T22:19:08 | Added article | OKY6H8MBK | to existing topic us_crude_inventory
2025-09-03T22:21:19 | Node relationship removed | ust30y->jgb10y | type=CORRELATES_WITH
2025-09-03T22:21:20 | Node relationship created | ust30y->fed_powell_rate_cut_hint_2025 | type=CORRELATES_WITH
2025-09-03T22:21:20 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T22:21:20 | Added article | 7H863BPOP | to existing topic ust30y
2025-09-03T22:21:22 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T22:21:22 | Added article | OKY6H8MBK | to existing topic us_inflation
2025-09-03T22:24:57 | Node relationship removed | dxy->sx5e | type=INFLUENCES
2025-09-03T22:24:58 | Node relationship created | dxy->ust30y | type=INFLUENCES
2025-09-03T22:24:58 | Replacement of article skipped | dxy | no competing candidates in timeframe current
2025-09-03T22:24:58 | Added article | 7H863BPOP | to existing topic dxy
2025-09-03T22:25:07 | Node relationship removed | fed_policy->gbpusd | type=INFLUENCES
2025-09-03T22:25:07 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-03T22:25:08 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T22:25:08 | Added article | OKY6H8MBK | to existing topic fed_policy
2025-09-03T22:26:54 | Node relationship removed | us_inflation->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:26:54 | Node relationship created | us_inflation->wti | type=INFLUENCES
2025-09-03T22:26:55 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T22:26:55 | Added article | 7H863BPOP | to existing topic us_inflation
2025-09-03T22:27:02 | Node relationship removed | us_services_pmi->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:27:02 | Node relationship created | us_services_pmi->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T22:27:03 | Replacement of article skipped | us_services_pmi | no competing candidates in timeframe current
2025-09-03T22:27:03 | Added article | OKY6H8MBK | to existing topic us_services_pmi
2025-09-03T22:28:23 | Node relationship removed | us_core_pce->fed_policy | type=INFLUENCES
2025-09-03T22:28:23 | Node relationship created | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:28:24 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T22:28:24 | Added article | 7H863BPOP | to existing topic us_core_pce
2025-09-03T22:28:41 | Node relationship removed | us_unemployment_claims->usdcny | type=INFLUENCES
2025-09-03T22:28:41 | Node relationship created | us_unemployment_claims->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:28:42 | Replacement of article skipped | us_unemployment_claims | no competing candidates in timeframe current
2025-09-03T22:28:42 | Added article | OKY6H8MBK | to existing topic us_unemployment_claims
2025-09-03T22:30:57 | Node relationship removed | us_core_pce->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:30:57 | Node relationship created | us_core_pce->fed_policy | type=INFLUENCES
2025-09-03T22:30:57 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T22:30:57 | Added article | OKY6H8MBK | to existing topic us_core_pce
2025-09-03T22:32:54 | Node relationship removed | ust10y->us_unemployment_claims | type=CORRELATES_WITH
2025-09-03T22:32:54 | Relationship duplicate | ust10y->ust5y | type=CORRELATES_WITH
2025-09-03T22:32:55 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T22:32:55 | Added article | OKY6H8MBK | to existing topic ust10y
2025-09-03T22:34:48 | Node relationship removed | ust2y->us_services_pmi | type=INFLUENCES
2025-09-03T22:34:49 | Node relationship created | ust2y->us_inflation | type=INFLUENCES
2025-09-03T22:34:49 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T22:34:49 | Added article | OKY6H8MBK | to existing topic ust2y
2025-09-03T22:35:46 | Node relationship removed | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-03T22:35:46 | Node relationship created | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T22:35:47 | Replacement of article skipped | fed_policy | no competing candidates in timeframe medium
2025-09-03T22:35:47 | Added article | K2GA6AA32 | to existing topic fed_policy
2025-09-03T22:36:06 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T22:36:06 | Added article | OKY6H8MBK | to existing topic ust5y
2025-09-03T22:38:17 | Replacement of article skipped | ust10y | no competing candidates in timeframe medium
2025-09-03T22:38:17 | Added article | K2GA6AA32 | to existing topic ust10y
2025-09-03T22:39:26 | Node relationship removed | ust30y->euro_inflation | type=INFLUENCES
2025-09-03T22:39:27 | Relationship duplicate | us_services_pmi->ust30y | type=INFLUENCES
2025-09-03T22:39:27 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T22:39:27 | Added article | OKY6H8MBK | to existing topic ust30y
2025-09-03T22:43:12 | Node relationship removed | ust2y->us_inflation | type=INFLUENCES
2025-09-03T22:43:13 | Node relationship created | ust2y->gold | type=INFLUENCES
2025-09-03T22:43:13 | Replacement of article skipped | ust2y | no competing candidates in timeframe medium
2025-09-03T22:43:13 | Added article | K2GA6AA32 | to existing topic ust2y
2025-09-03T22:44:10 | Node relationship removed | ust5y->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:44:10 | Node relationship created | ust5y->oil_price_decline | type=INFLUENCES
2025-09-03T22:44:10 | Replacement of article skipped | ust5y | no competing candidates in timeframe medium
2025-09-03T22:44:10 | Added article | K2GA6AA32 | to existing topic ust5y
2025-09-03T22:46:47 | Node relationship created | ust30y->gilt10y | type=INFLUENCES
2025-09-03T22:46:47 | Replacement of article skipped | ust30y | no competing candidates in timeframe medium
2025-09-03T22:46:47 | Added article | K2GA6AA32 | to existing topic ust30y
2025-09-03T22:47:03 | Node relationship removed | oil_price_decline->copper | type=INFLUENCES
2025-09-03T22:47:03 | Node relationship created | oil_price_decline->ust2y | type=INFLUENCES
2025-09-03T22:47:03 | Replacement of article skipped | oil_price_decline | tf=current cnt=4 < 5
2025-09-03T22:47:03 | Added article | T1FALFTH2 | to existing topic oil_price_decline
2025-09-03T22:48:14 | Node relationship removed | us_inflation->gold | type=INFLUENCES
2025-09-03T22:48:14 | Node relationship created | us_inflation->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T22:48:14 | Replacement of article skipped | us_inflation | no competing candidates in timeframe medium
2025-09-03T22:48:14 | Added article | K2GA6AA32 | to existing topic us_inflation
2025-09-03T22:48:25 | Node relationship removed | us_crude_inventory->fed_powell_rate_cut_hint_2025 | type=INFLUENCES
2025-09-03T22:48:25 | Node relationship created | us_crude_inventory->oil_price_decline | type=INFLUENCES
2025-09-03T22:48:25 | Replacement of article skipped | us_crude_inventory | tf=current cnt=2 < 5
2025-09-03T22:48:26 | Added article | T1FALFTH2 | to existing topic us_crude_inventory
2025-09-03T22:49:59 | Node relationship removed | us_core_pce->usdcny | type=INFLUENCES
2025-09-03T22:49:59 | Node relationship created | us_core_pce->gold | type=INFLUENCES
2025-09-03T22:49:59 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe medium
2025-09-03T22:49:59 | Added article | K2GA6AA32 | to existing topic us_core_pce
2025-09-03T22:50:15 | Node relationship removed | fed_policy->us_services_pmi | type=INFLUENCES
2025-09-03T22:50:15 | Node relationship created | fed_policy->us_unemployment_claims | type=INFLUENCES
2025-09-03T22:50:16 | Replacement of article skipped | fed_policy | no competing candidates in timeframe current
2025-09-03T22:50:16 | Added article | T1FALFTH2 | to existing topic fed_policy
2025-09-03T22:51:30 | Replacement of article skipped | us_services_pmi | no competing candidates in timeframe medium
2025-09-03T22:51:30 | Added article | K2GA6AA32 | to existing topic us_services_pmi
2025-09-03T22:53:00 | Node relationship removed | ust10y->us_services_pmi | type=INFLUENCES
2025-09-03T22:53:01 | Node relationship created | ust10y->gilt10y | type=INFLUENCES
2025-09-03T22:53:01 | Replacement of article skipped | ust10y | no competing candidates in timeframe current
2025-09-03T22:53:01 | Added article | T1FALFTH2 | to existing topic ust10y
2025-09-03T22:54:10 | Node relationship removed | us_unemployment_claims->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T22:54:11 | Node relationship created | us_unemployment_claims->us_services_pmi | type=INFLUENCES
2025-09-03T22:54:11 | Replacement of article skipped | us_unemployment_claims | no competing candidates in timeframe medium
2025-09-03T22:54:11 | Added article | K2GA6AA32 | to existing topic us_unemployment_claims
2025-09-03T22:55:53 | Node relationship removed | ust2y->gold | type=INFLUENCES
2025-09-03T22:55:53 | Node relationship created | ust2y->us_unemployment_claims | type=INFLUENCES
2025-09-03T22:55:54 | Replacement of article skipped | ust2y | no competing candidates in timeframe current
2025-09-03T22:55:54 | Added article | T1FALFTH2 | to existing topic ust2y
2025-09-03T22:57:00 | Node relationship removed | dxy->wti | type=INFLUENCES
2025-09-03T22:57:01 | Node relationship created | dxy->us_inflation | type=INFLUENCES
2025-09-03T22:57:01 | Replacement of article skipped | dxy | no competing candidates in timeframe medium
2025-09-03T22:57:01 | Added article | K2GA6AA32 | to existing topic dxy
2025-09-03T22:59:29 | Node relationship removed | ust5y->oil_price_decline | type=INFLUENCES
2025-09-03T22:59:29 | Node relationship created | ust5y->gold | type=INFLUENCES
2025-09-03T22:59:29 | Replacement of article skipped | ust5y | no competing candidates in timeframe current
2025-09-03T22:59:29 | Added article | T1FALFTH2 | to existing topic ust5y
2025-09-03T23:00:26 | Node relationship removed | spx->copper | type=CORRELATES_WITH
2025-09-03T23:00:26 | Node relationship created | spx->fed_policy | type=CORRELATES_WITH
2025-09-03T23:00:26 | Replacement of article skipped | spx | no competing candidates in timeframe medium
2025-09-03T23:00:26 | Added article | K2GA6AA32 | to existing topic spx
2025-09-03T23:02:03 | Node relationship removed | ust30y->copper | type=INFLUENCES
2025-09-03T23:02:04 | Node relationship created | ust30y->uk_30yr_gilt_yield | type=INFLUENCES
2025-09-03T23:02:04 | Replacement of article skipped | ust30y | no competing candidates in timeframe current
2025-09-03T23:02:04 | Added article | T1FALFTH2 | to existing topic ust30y
2025-09-03T23:03:09 | Error | - | Relationship create error | gold->usd_cny | type=INFLUENCES Error: Cannot create link: source or target node missing. Link: {'motivation': 'Gold’s effect on US dollar strength translates into USD/CNY movements; the Fed rate cut on Sept\u202f17\u202f2025 is a clear ca
2025-09-03T23:04:19 | Node relationship removed | us_inflation->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T23:04:20 | Node relationship created | us_inflation->gold | type=INFLUENCES
2025-09-03T23:04:20 | Replacement of article skipped | us_inflation | no competing candidates in timeframe current
2025-09-03T23:04:20 | Added article | T1FALFTH2 | to existing topic us_inflation
2025-09-03T23:05:22 | Node relationship removed | us_core_pce->ust30y | type=INFLUENCES
2025-09-03T23:05:23 | Node relationship created | us_core_pce->fed_rate_cut_sept17_2025 | type=INFLUENCES
2025-09-03T23:05:23 | Replacement of article skipped | us_core_pce | no competing candidates in timeframe current
2025-09-03T23:05:23 | Added article | T1FALFTH2 | to existing topic us_core_pce
2025-09-03T23:07:53 | Node relationship removed | spx->gold | type=CORRELATES_WITH
2025-09-03T23:07:53 | Node relationship created | spx->china_exports | type=CORRELATES_WITH
2025-09-03T23:07:53 | Replacement of article skipped | spx | no competing candidates in timeframe fundamental
2025-09-03T23:07:54 | Added article | 9F1KYAG0M | to existing topic spx
2025-09-03T23:08:15 | Enrichment check | us_inflation | section=fundamental
2025-09-03T23:08:15 | Enrichment check | us_inflation | section=medium
